trace_id,timestamp,EventId,EventTemplate,type,rec,log_level,component,source
1506,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1507,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1508,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1509,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1510,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1511,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1512,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1513,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1514,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1515,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1516,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1517,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1518,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1519,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1520,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1521,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1522,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1523,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1524,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1525,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1526,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1527,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1528,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1529,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1530,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1531,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1532,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1533,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1534,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1535,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1536,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1537,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1538,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1539,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1540,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1541,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1542,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1543,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1544,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1545,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1546,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1547,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1548,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1549,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1550,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1551,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1552,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1553,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1554,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1555,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1556,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1557,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1558,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1559,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1560,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1561,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1562,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1563,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1564,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1565,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1566,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1567,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1568,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1569,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1570,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1571,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1572,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1573,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1574,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1575,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1576,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1577,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1578,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1579,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1580,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1581,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1582,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1583,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1584,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1585,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1586,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1587,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1588,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1589,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1590,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1591,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1592,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1593,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1594,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1595,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1596,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1597,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1598,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1599,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1600,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1601,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1602,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1603,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1604,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1605,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1606,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1607,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1608,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1609,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1610,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1611,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
1612,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1613,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1614,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1615,17/06/09 20:11:09,E10,Found block rdd_<*> locally,Client Disconnect,Check client-side logs.,INFO,storage.BlockManager,spark
1616,17/06/09 20:11:09,E35,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>",Permission Issue,Review user permissions.,INFO,python.PythonRunner,spark
1617,17/06/09 20:11:09,E9,Finished task <*> in stage <*> (TID <*>). <*> bytes result sent to driver,Session Error,Investigate session state.,INFO,executor.Executor,spark
1618,17/06/09 20:11:09,E11,Got assigned task <*>,Normal,No action needed.,INFO,executor.CoarseGrainedExecutorBackend,spark
1619,17/06/09 20:11:09,E24,Running task <*> in stage <*> (TID <*>),Disk Failure,Check disk status and logs.,INFO,executor.Executor,spark
